Compiling cost function...
Computing gradient of cost function...
 iter		   cost val	    grad. norm
    1	-2.2527875330743917e+01	1.53265670e+00
    2	-2.4595853996074954e+01	6.72795603e+00
    3	-2.4689803568704736e+01	8.22478566e+00
    4	-2.4842231483622097e+01	9.04764651e+00
    5	-2.5159775188984550e+01	1.29064154e+01
    6	-2.5455433877489202e+01	1.38558567e+01
    7	-2.5468711584307254e+01	1.44041276e+01
    8	-2.5522490870427465e+01	1.47991818e+01
    9	-2.5720638840674653e+01	1.08473397e+01
   10	-2.5779867050428443e+01	4.35185826e+00
   11	-2.5786229103508397e+01	2.62040540e+00
   12	-2.5789435139311816e+01	4.62512258e+00
   13	-2.5796548713972474e+01	2.03116903e+00
   14	-2.5817114303134773e+01	5.40199273e+00
   15	-2.5826391221748928e+01	2.51093510e+00
   16	-2.5827652909680182e+01	6.70090059e+00
   17	-2.5832268288486262e+01	5.55924548e+00
   18	-2.5842140738543499e+01	2.11462134e+00
   19	-2.5865730894033959e+01	7.42762461e+00
   20	-2.5880031222262804e+01	4.43315791e+00
   21	-2.5886967536484221e+01	2.53674431e+00
   22	-2.5892870811225393e+01	4.61036027e+00
   23	-2.5897592847167601e+01	4.79735843e+00
   24	-2.5905144412296011e+01	3.11377210e+00
   25	-2.5909092837647215e+01	4.73427666e+00
   26	-2.5916860557283552e+01	2.54642902e+00
   27	-2.5923713385599505e+01	4.92046818e+00
   28	-2.5928403454966698e+01	5.25417839e+00
   29	-2.5937640437567751e+01	2.54976571e+00
   30	-2.5945331124211329e+01	5.57836673e+00
   31	-2.5952918691410535e+01	4.75146279e+00
   32	-2.5954452776081670e+01	6.48421845e+00
   33	-2.5959915657543917e+01	5.07970303e+00
   34	-2.5968297552557434e+01	3.45828242e+00
   35	-2.5973095980823555e+01	4.71706190e+00
   36	-2.5980798218793705e+01	3.40159811e+00
   37	-2.5986291879923797e+01	4.32681752e+00
   38	-2.5991600976088513e+01	4.86320335e+00
   39	-2.5999536480158916e+01	3.69897182e+00
   40	-2.6005569010962859e+01	4.05582448e+00
   41	-2.6008713114738761e+01	6.02652694e+00
   42	-2.6018062542933563e+01	3.21908232e+00
   43	-2.6023806145318140e+01	5.44025721e+00
   44	-2.6033914820744378e+01	3.27014649e+00
   45	-2.6039683900475353e+01	5.78451818e+00
   46	-2.6051126311086527e+01	2.92413396e+00
   47	-2.6061334104705441e+01	6.05315995e+00
   48	-2.6068568255988009e+01	6.22864846e+00
   49	-2.6081569528523790e+01	3.39916251e+00
   50	-2.6087648808140735e+01	6.99286788e+00
   51	-2.6102979141189717e+01	2.86866867e+00
   52	-2.6144353023789112e+01	8.82765820e+00
   53	-2.6159815000705315e+01	7.94925488e+00
   54	-2.6176704841227501e+01	6.46354467e+00
   55	-2.6192285805602488e+01	4.33067780e+00
   56	-2.6205402891655613e+01	6.58988448e+00
   57	-2.6217611849738766e+01	7.58422926e+00
   58	-2.6238716971104111e+01	5.32992000e+00
   59	-2.6255672891277229e+01	7.51490218e+00
   60	-2.6275078758861504e+01	8.58216297e+00
   61	-2.6303276269708622e+01	8.31329906e+00
   62	-2.6324900682357217e+01	1.31736339e+01
   63	-2.6388950797300204e+01	7.80057378e+00
   64	-2.6457033326084748e+01	8.33368696e+00
   65	-2.6470964646134984e+01	6.49198945e+00
   66	-2.6484459771001976e+01	2.70747704e+00
   67	-2.6491662953923619e+01	7.59098770e+00
   68	-2.6509149931662709e+01	2.58012331e+00
   69	-2.6528606756354844e+01	1.24129682e+01
   70	-2.6578748869003530e+01	3.70505799e+00
   71	-2.6585127775799144e+01	6.40247971e+00
   72	-2.6599343232209215e+01	2.95519016e+00
   73	-2.6638216908996473e+01	8.53638618e+00
   74	-2.6652925879464910e+01	7.94774431e+00
   75	-2.6671507284779853e+01	6.07935304e+00
   76	-2.6685772090817910e+01	5.59272042e+00
   77	-2.6688553827802316e+01	1.03276932e+01
   78	-2.6698923975349647e+01	8.92663353e+00
   79	-2.6725534495710338e+01	4.15070745e+00
   80	-2.6851868186373135e+01	9.62415928e+00
   81	-2.6914019035486316e+01	1.01239106e+01
   82	-2.6945851738267873e+01	2.34313398e+00
   83	-2.6958971713418354e+01	1.24010035e+01
   84	-2.6998873915586223e+01	6.27740714e+00
   85	-2.7007200060752115e+01	5.52983179e+00
   86	-2.7013428348950455e+01	5.56250976e+00
   87	-2.7023409899910305e+01	3.45225173e+00
   88	-2.7027719476722851e+01	5.69751806e+00
   89	-2.7038172444159827e+01	2.46724319e+00
   90	-2.7080297848266166e+01	2.95602282e+00
   91	-2.7090293940957537e+01	5.61666349e+00
   92	-2.7094016966238865e+01	7.01669458e+00
   93	-2.7105550933312841e+01	4.02945781e+00
   94	-2.7111537814493360e+01	5.60046584e+00
   95	-2.7122641201190401e+01	3.37928239e+00
   96	-2.7130717389994835e+01	5.89079768e+00
